片名	上映年份	评分	评价人数	导演	编剧	主演	类型	国家/地区	语言	时长(分钟)
釜山行	2016	8.6	940810	延尚昊	延尚昊	孔刘 / 郑有美 / 马东锡 / 金秀安 / 金义城 / 崔宇植 / 安昭熙 / 崔奎华 / 郑锡勇 / 艺秀晶 / 朴明申 / 张赫镇 / 禹都临 / 沈恩京	动作 / 惊悚 / 灾难	韩国	韩语	118
血战钢锯岭	2016	8.7	646819	梅尔·吉布森	安德鲁·奈特 / 罗伯特·申坎	安德鲁·加菲尔德 / 萨姆·沃辛顿 / 文斯·沃恩 / 雨果·维文 / 卢克·布雷西 / 泰莉莎·帕尔墨 / 瑞切尔·格里菲斯 / 内森奈尔·布佐里克 / 理查德·劳斯伯格 / 马特·纳夫莱 / 费拉斯·迪拉尼 / 瑞安·柯尔 / 卢克·佩格勒	剧情 / 传记 / 历史 / 战争	澳大利亚	英语 	139
哪吒闹海	1979	9.1	202556	严定宪 / 王树忱 / 徐景达	王树忱	梁正晖 / 邱岳峰 / 毕克 / 富润生 / 尚华 / 于鼎	动画 / 奇幻 / 冒险	中国	汉语普通话	65
一个叫欧维的男人决定去死	2015	8.9	331297	汉内斯·赫尔姆	弗雷德里克·巴克曼 / 汉内斯·赫尔姆	罗夫·拉斯加德 / 巴哈·帕斯 / 托比亚斯·阿姆博瑞 / 菲利普·伯格 / 安娜-莱娜·布伦丁 / 博瑞·伦贝里 / 埃达·英格薇 / 弗雷德里克·埃弗斯 / 玛德琳·雅各布松 / 查特里娜·拉松 / 杰克尔·法尔斯特伦	剧情	瑞典	瑞典语 	116
被解救的姜戈	2012	8.7	485719	昆汀·塔伦蒂诺	昆汀·塔伦蒂诺	杰米·福克斯 / 莱昂纳多·迪卡普里奥 / 克里斯托弗·瓦尔兹 / 塞缪尔·杰克逊 / 凯丽·华盛顿 / 沃尔顿·戈金斯 / 丹尼斯·克里斯托弗 / 乔纳·希尔 / 詹姆斯·瑞马尔 / 爱波·塔布琳 / 弗兰科·内罗 / 罗伯特·卡拉丁 / 佐伊·贝尔	剧情 / 动作 / 西部 / 冒险	美国	英语 	163
七武士	1954	9.3	153914	黑泽明	黑泽明 / 桥本忍 / 小国英雄	三船敏郎 / 志村乔 / 津岛惠子 / 岛崎雪子 / 藤原釜足 / 加东大介 / 木村功 / 千秋实 / 宫口精二 / 小杉义男 / 左卜全 / 稻叶义男 / 土屋嘉男 / 高堂国典 / 东野英治郎 / 上田吉二郎 / 多多良纯 / 渡边笃 / 小川虎之助 / 山形勋 / 上山草人 / 清水元 / 高木新平 / 大友伸 / 高原骏雄 / 稻垣三郎 / _左千夫 / 千石规子 / 本间文子 / 大久保正信 / 伊藤实 / 大村千吉 / 广濑正一 / 宇野晃司 / 谷晃 / 中岛春雄 / 清水美_ / 熊谷卓三 / 夏木顺平 / 岩本弘司 / 堤康久 / 马野都留子 / 森今日子 / 加藤武 / 仲代达矢 / 宇津井健 / 山本廉	剧情 / 动作 / 冒险	日本	日语	207
喜宴	1993	8.9	274064	李安	李安 / 冯光远 / 詹姆斯·夏慕斯	赵文_ / 郎雄 / 归亚蕾 / 金素梅 / 米切尔·利希藤斯坦	剧情 / 喜剧 / 爱情 / 同性 / 家庭	中国	汉语普通话 	108
电锯惊魂	2004	8.7	415493	温子仁	温子仁 / 雷·沃纳尔	雷·沃纳尔 / 加利·艾尔维斯 / 丹尼·格洛弗 / 肯·梁 / 迪娜·迈耶 / 迈克·巴特斯 / 保罗·古德勒支 / 迈克尔·爱默生 / 本尼托·马丁内斯 / 肖妮·史密斯 / 麦肯兹·韦加 / 莫妮卡·波特 / 耐德·巴拉米 / 亚丽姗德拉·全 / 托宾·贝尔	悬疑 / 惊悚 / 恐怖	美国	英语	103
我是山姆	2001	8.9	252854	杰茜·尼尔森	杰茜·尼尔森 / 克里斯汀·约翰逊	西恩·潘 / 达科塔·范宁 / 米歇尔·菲佛 / 黛安·韦斯特 / 洛雷塔·迪瓦恩 / 理查德·希夫 / 劳拉·邓恩	剧情 / 家庭	美国	英语	132
头号玩家	2018	8.7	1122085	史蒂文·斯皮尔伯格	扎克·佩恩 / 恩斯特·克莱恩	泰伊·谢里丹 / 奥利维亚·库克 / 本·门德尔森 / 马克·里朗斯 / 丽娜·维特 / 森崎温 / 赵家正 / 西蒙·佩吉 / T·J·米勒 / 汉娜·乔恩-卡门 / 拉尔夫·伊内森 / 苏珊·林奇 / 克莱尔·希金斯 / 劳伦斯·斯佩尔曼 / 佩蒂塔·维克斯 / 艾萨克·安德鲁斯	动作 / 科幻 / 冒险	美国	英语 	140
风之谷	1984	8.9	303258	宫崎骏	宫崎骏	岛本须美 / 松田洋治 / _原良子 / _村真人 / 京田尚子 / 纳谷悟朗 / 永井一郎 / 宫内幸平 / 八奈见乘儿 / 矢田稔 / 富永美伊奈 / 家弓家正 / 吉田理保子 / 菅谷政子 / 坂本千夏 / 鳕子 / 麦人 / 大_芳忠	动画 / 奇幻 / 冒险	日本	日语	117
英雄本色	1986	8.7	416205	吴宇森	陈庆嘉 / 吴宇森 / 梁淑华	周润发 / 狄龙 / 张国荣 / 朱宝意 / 李子雄 / 田丰 / 吴宇森 / 曾江 / 成奎安 / 徐克 / 陈志辉	剧情 / 动作 / 犯罪	中国	粤语 	95
上帝之城	2002	9.0	251273	费尔南多·梅里尔斯 / 卡迪亚·兰德	保罗·林斯 / 布罗里欧·曼托伐尼	亚历桑德雷·罗德里格斯 / 莱安德鲁·菲尔米诺 / 菲利佩·哈根森 / 道格拉斯·席尔瓦 / 乔纳森·哈根森 / 马修斯·纳克加勒 / 索·豪黑 / 艾莉丝·布拉加	剧情 / 犯罪	巴西	葡萄牙语	130
未麻的部屋	1997	9.0	230140	今敏	村井贞之 / 竹内义和	岩男润子 / 松本梨香 / _亲八 / 大仓正章 / 秋元羊介 / 盐屋翼 / 堀秀行 / 筱原惠美 / 江原正士 / 梁田清之 / 古泽彻 / 新山志保 / 古川惠实子 / 原亚弥 / 三木真一郎 / 山野井仁 / 田野惠  / 长嶝高士 / 陶山章央 / 细井治 / 远近孝一 / 本井英美 / 保志总一朗 / 谷山纪章 / 北野诚 / 南香织 / 商店一野	动画 / 惊悚 / 奇幻	日本	日语	81
疯狂原始人	2013	8.7	701370	柯克·德·米科 / 克里斯·桑德斯	克里斯·桑德斯 / 柯克·德·米科 / 约翰·克立斯	尼古拉斯·凯奇 / 艾玛·斯通 / 瑞恩·雷诺兹 / 凯瑟琳·基纳 / 克萝丽丝·利奇曼 / 克拉克·杜克 / 克里斯·桑德斯 / 兰迪·汤姆	喜剧 / 动画 / 冒险	美国	英语	98
谍影重重3	2007	8.8	345352	保罗·格林格拉斯	托尼·吉尔罗伊 / 乔治·诺非 / 斯科特·Z·本恩斯	马特·达蒙 / 朱丽娅·斯蒂尔斯 / 大卫·斯特雷泽恩 / 斯科特·格伦 / 帕迪·康斯戴恩 / 埃德加·拉米雷兹 / 阿尔伯特·芬尼 / 琼·艾伦 / Tom Gallop / 克里·约翰逊 / 丹尼尔·布鲁赫 / 乔伊·安沙 / 科林·斯廷顿 / 丹·弗雷登堡 / Lucy Liemann	动作 / 悬疑 / 惊悚	美国	英语 	115
卢旺达饭店	2004	8.9	249226	特瑞·乔治	凯尔·皮尔森 / 特瑞·乔治	唐·钱德尔 / 苏菲·奥康内多 / 华金·菲尼克斯 / 尼克·诺特 / 哈基姆·凯-卡西姆 / 托尼·戈罗奇 / 法纳·莫科纳 / 大卫·奥哈拉 / 莫苏西·麦格诺 / 西莫·莫加瓦扎 / 卡拉·西摩 / 罗伯托·西特兰 / 德斯蒙德·杜布 / 蕾乐蒂·库马洛	剧情 / 传记 / 历史 / 战争	英国	英语 	121
纵横四海	1991	8.8	331652	吴宇森	吴宇森 / 高志森 / 秦小珍	周润发 / 张国荣 / 钟楚红 / 朱江 / 曾江 / 胡枫 / 唐宁 / 邓一君	剧情 / 喜剧 / 动作 / 犯罪	中国	粤语 	108
三块广告牌	2017	8.7	671634	马丁·麦克唐纳	马丁·麦克唐纳	弗兰西斯·麦克多蒙德 / 伍迪·哈里森 / 山姆·洛克威尔 / 艾比·考尼什 / 卢卡斯·赫奇斯 / 彼特·丁拉基 / 约翰·浩克斯 / 卡赖伯·兰德里·琼斯 / 凯瑟琳·纽顿 / 凯瑞·康顿 / 泽利科·伊万内克 / 萨玛拉·维文 / 克拉克·彼得斯 / 尼克·瑟西 / 阿曼达·沃伦 / 玛拉雅·瑞沃拉·德鲁  / 布兰登·萨克斯顿 / 迈克尔·艾伦·米利甘	剧情 / 犯罪	美国	英语	115
花样年华	2000	8.7	465875	王家卫	王家卫	梁朝伟 / 张曼玉 / 潘迪华 / 萧炳林 / 张耀扬 / 孙佳君 / 钱似莺 / 顾锦华	剧情 / 爱情	中国	粤语 	98
岁月神偷	2010	8.7	496206	罗启锐	罗启锐 / 张婉婷	吴君如 / 任达华 / 钟绍图 / 李治廷 / 蔡颖恩 / 秦沛 / 夏萍 / 谷德昭 / 许鞍华 / 张同祖 / 庄域飞 / 威廉希路 / 李健兴 / 林耀祺 / 廖爱玲 / 张翼东 / 钱耀荣 / 谭瓒强 / 陈庆航 / 黎祥荣	剧情 / 家庭	中国	粤语 	117
达拉斯买家俱乐部	2013	8.8	362547	让-马克·瓦雷	克莱格·鲍登 / 梅丽莎·沃雷克	马修·麦康纳 / 詹妮弗·加纳 / 杰瑞德·莱托 / 斯蒂夫·扎恩 / 达拉斯·罗伯特斯 / 凯文·兰金 / 丹尼斯·欧哈拉 / 简·麦克尼尔 / 格里芬·邓恩 / 詹姆斯·杜蒙特 / 朱丽叶·里夫斯 / 斯蒂菲·格罗特 / J·D·埃弗摩尔	剧情 / 同性 / 传记	美国	英语 	117
模仿游戏	2014	8.7	493992	莫滕·泰杜姆	格拉汉姆·摩尔 / 安德鲁·霍奇斯	本尼迪克特·康伯巴奇 / 凯拉·奈特莉 / 马修·古迪 / 罗里·金尼尔 / 艾伦·里奇 / 马修·比尔德 / 查尔斯·丹斯 / 马克·斯特朗 / 詹姆斯·诺斯科特 / 汤姆·古德曼-希尔 / 史蒂芬·威丁顿 / 伊兰·古德曼 / 杰克·塔尔登 / 埃里克斯·劳瑟 / 杰克·巴农 / 塔彭丝·米德尔顿 / 安德鲁·哈维尔 / 维尔·博登 / 李·阿斯奎斯-柯 / 海莉·乔安妮·培根 / 安库塔·布雷班 / 格雷斯·卡尔德 / 理查德·坎贝尔 / 温斯顿·丘吉尔 / 克里斯·考林 / 汉娜·弗林 / 阿道夫·希特勒 / 卢克·霍普 / 斯图尔特·马修斯 / 亚当·诺威尔 / 哈里·S·杜鲁门	剧情 / 同性 / 传记 / 战争	英国	英语 	114
黑客帝国3：矩阵革命	2003	8.8	345647	莉莉·沃卓斯基 / 拉娜·沃卓斯基	莉莉·沃卓斯基 / 拉娜·沃卓斯基	基努·里维斯 / 劳伦斯·菲什伯恩 / 凯瑞-安·莫斯 / 雨果·维文 / 贾达·萍克·史密斯 / 凯特·宾汉 / 玛丽·爱丽丝 / 莫妮卡·贝鲁奇 / 埃茜·戴维斯 / 克里斯托弗·卡比 / 罗伯特·马莫内 / 罗宾·奈文 / 吉娜薇·欧瑞丽 / 诺娜·加耶 / 纳撒尼尔·利斯 / 哈里·伦尼克斯 / 哈罗德·佩里诺 / 鲁伯特·雷德 / 凯文·迈克尔·理查德森 / 大卫·罗伯茨 / 布鲁斯·斯宾斯 / 吉娜·托瑞斯 / 克莱顿·华生 / 赫尔穆特·巴凯蒂斯 / 邹兆龙 / 乔·曼宁 / Tanveer K. Atwal / 拉黑·休姆 / 康奈尔·韦斯特 / 伯纳德·怀特 / 朗贝尔·维尔森 / 安东尼·布兰登·黄 / 安东尼·泽比 / 克雷格·沃克	动作 / 科幻	美国	英语 	129
新世界	2013	8.9	289643	朴勋政	朴勋政	李政宰 / 崔岷植 / 黄政民 / 宋智孝 / 朴圣雄 / 金秉玉 / 金胤成	剧情 / 犯罪	韩国	韩语 	134
心迷宫	2014	8.7	400246	忻钰坤	忻钰坤 / 冯元良 / 鲁妮凡	霍卫民 / 王笑天 / 罗芸 / 杨瑜珍 / 孙黎 / 邵胜杰 / 曹西安 / 贾致钢 / 朱自清 / 王梓尘 / 赵梓彤 / 贾世忠 / 袁满 / 陈梅生 / 张景素 / 平坦 / 金子 / 张建军	剧情 / 悬疑 / 犯罪	中国	汉语普通话	110
头脑特工队	2015	8.7	478719	彼特·道格特 / 罗纳尔多·德尔·卡门	彼特·道格特 / 罗纳尔多·德尔·卡门 / 梅格·勒福夫 / 乔什·库雷 / 迈克尔·阿恩特 / 西蒙·里奇 / 鲍勃·彼德森 / 比尔·哈德尔 / 艾米·波勒	艾米·波勒 / 菲利丝·史密斯 / 理查德·坎德 / 比尔·哈德尔 / 刘易斯·布莱克 / 敏迪·卡灵 / 凯特林·迪亚斯 / 戴安·琳恩 / 凯尔·麦克拉克伦 / 波拉·庞德斯通 / 鲍比·莫尼汉 / 宝拉·佩尔 / 大卫·戈尔兹 / 弗兰克·奥兹 / 乔什·库雷 / 弗利 / 约翰·拉岑贝格 / 卡洛斯·阿拉斯拉奇 / 皮特·萨加尔 / 拉什达·琼斯 / 罗里·艾伦 / 约翰·齐甘 / 雪莉·琳恩 / 拉瑞恩·纽曼 / 帕丽斯·冯·戴克	喜剧 / 动画 / 冒险	美国	英语	95
记忆碎片	2000	8.6	499479	克里斯托弗·诺兰	克里斯托弗·诺兰 / 乔纳森·诺兰	盖·皮尔斯 / 凯瑞-安·莫斯 / 乔·潘托里亚诺 / 小马克·布恩 / 拉什·费加 / 乔雅·福克斯 / 斯蒂芬·托布罗斯基 / 哈里特·桑塞姆·哈里斯 / 托马斯·列农 / 考乐姆·吉斯·雷尼 / 金伯利·坎贝尔 / 玛丽安妮·穆勒雷尔 / 拉里·霍尔登	剧情 / 悬疑 / 惊悚 / 犯罪	美国	英语	113
忠犬八公物语	1987	9.2	153261	神山征二郎	新藤兼人	山本圭 / 井川比佐志 / 片桐入 / 仲代达矢 / 春川真澄 / 八千草薰 / 石野真子 / 殿山泰司 / 加藤嘉 / 石仓三郎 / 泉谷茂 / 柳叶敏郎	剧情	日本	日语	107
你的名字。	2016	8.4	1114099	新海诚	新海诚	神木隆之介 / 上白石萌音 / 长泽雅美 / 市原悦子 / 成田凌 / 悠木碧 / 岛崎信长 / 石川界人 / 谷花音 / 寺_昌纪 / 大原沙耶香 / 井上和彦 / 茶风林 / 加藤有花 / 花泽香菜 / 寺崎裕香	剧情 / 爱情 / 动画	日本	日语	106
荒蛮故事	2014	8.8	345508	达米安·斯兹弗隆	达米安·斯兹弗隆	达里奥·格兰迪内蒂 / 玛丽娅·玛努尔 / 莫妮卡·比利亚 / 丽塔·科尔泰塞 / 胡丽叶塔·泽尔贝伯格 / 凯撒·博尔东 / 莱昂纳多·斯巴拉格利亚 / 沃尔特·多纳多 / 里卡多·达林 / 南希·杜普拉 / 奥斯卡·马丁内兹 / 玛莉亚·奥内托 / 奥斯马·努涅斯 / 赫尔曼·德·席尔瓦 / 艾丽卡·里瓦斯 / 地亚哥·詹蒂莱 / 玛格丽塔·莫菲诺	剧情 / 喜剧 / 犯罪	阿根廷	西班牙语	122
真爱至上	2003	8.6	592095	理查德·柯蒂斯	理查德·柯蒂斯	休·格兰特 / 科林·费尔斯 / 艾玛·汤普森 / 凯拉·奈特莉 / 连姆·尼森 / 托马斯·布罗迪-桑斯特 / 比尔·奈伊 / 马丁·弗瑞曼 / 劳拉·琳妮 / 艾伦·瑞克曼 / 克里斯·马歇尔 / 罗德里戈·桑托罗 / 罗温·艾金森 / 比利·鲍伯·松顿 / 玛汀·麦古基安 / 安德鲁·林肯 / 露西娅·莫尼斯 / 海克·玛卡琪	剧情 / 喜剧 / 爱情	英国	英语 	135
爆裂鼓手	2014	8.7	454998	达米恩·查泽雷	达米恩·查泽雷	迈尔斯·特勒 / J·K·西蒙斯 / 保罗·雷瑟 / 梅莉莎·班诺伊 / 奥斯汀·斯托维尔 / 内特·朗 / 克里斯·马尔基 / 达蒙·冈普顿 / Suanne Spoke / 马科斯·卡锡 / Charlie Ian / 杰森·布莱尔 / 科菲·斯里博伊 / 卡维塔帕蒂尔 / C.J. Vana / 塔里克·洛维 / 卡尔文·C·温布什 / 迈克尔·D·科恩 / 艾普尔·格雷斯 / 马库斯·亨德森 / 亨利·G.桑德斯 / 温迪·李 / 米歇尔·拉夫	剧情 / 音乐	美国	英语	107
贫民窟的百万富翁	2008	8.6	619570	丹尼·博伊尔 / 洛芙琳·坦丹	西蒙·博福伊 / 维卡斯·史瓦卢普	戴夫·帕特尔 / 沙鲁巴·舒克拉 / 亚尼·卡普 / 拉詹德拉纳斯·祖特施 / 吉尼瓦·塔瓦尔 / 芙蕾达·平托 / 伊尔凡·可汗 / 爱资哈尔丁·穆罕默德·伊斯梅尔 / 阿什·马赫什·舍德卡 / 马赫什·曼杰瑞卡 / 麦活·米泰尔	剧情 / 爱情	英国	英语 	120
海街日记	2015	8.8	335964	是枝裕和	是枝裕和 / 吉田秋生	绫濑遥 / 长泽雅美 / 夏帆 / 广濑铃 / 大竹忍 / 堤真一 / 加濑亮 / 风吹淳 / 中川雅也 / 前田旺志郎  / 铃木亮平 / 坂口健太郎 / 树木希林	剧情 / 家庭	日本	日语	127
东邪西毒	1994	8.6	479949	王家卫	王家卫 / 金庸	张国荣 / 林青霞 / 梁朝伟 / 张学友 / 张曼玉 / 刘嘉玲 / 梁家辉 / 杨采妮 / 邹兆龙	剧情 / 动作 / 爱情 / 武侠 / 古装	中国	粤语 	100
萤火虫之墓	1988	8.7	347790	高_勋	高_勋 / 野坂昭如	辰己努 / 白石绫乃 / 志乃原良子 / 山口朱美 / 端田宏三	剧情 / 动画 / 战争	日本	日语	89
惊魂记	1960	9.0	202622	阿尔弗雷德·希区柯克	约瑟夫·斯蒂凡诺 / 罗伯特·布洛克	安东尼·博金斯 / 维拉·迈尔斯 / 约翰·加文 / 珍妮特·利 / 马丁·鲍尔萨姆 / 约翰·麦克因泰 / 西蒙·奥克兰 / 弗兰克·艾伯森 / 帕特里夏·希区柯克 / 沃恩·泰勒 / 卢伦·塔特尔 / 约翰·安德森 / 莫特·米尔斯 / 吉特·卡森 / 维吉尼亚·格雷格 / 阿尔弗雷德·希区柯克 / 珍妮特·诺兰 / 罗伯特·奥斯本 / 海伦·华莱士 / Fletcher Allen / 沃尔特·培根 / 弗朗西斯·德塞尔斯 / 乔治·多克斯塔德 / 乔治·埃尔德雷奇 / 哈珀·弗莱厄蒂 / 萨姆·弗林特 / 弗兰克·基尔蒙德 / 泰德·奈特 / 帕特·麦卡弗里 / 汉斯-乔基姆·默比斯 / 弗雷德·谢威勒	悬疑 / 惊悚 / 恐怖	美国	英语	109
黑天鹅	2010	8.6	680102	达伦·阿伦诺夫斯基	安德雷斯·海因斯 / 马克·海曼 / 约翰·J·麦克劳克林	娜塔莉·波特曼 / 米拉·库尼斯 / 文森特·卡索 / 芭芭拉·赫希 / 薇诺娜·瑞德 / 本杰明·米派德 / 克塞尼亚·索罗 / 克里斯汀娜·安娜波 / 詹妮特·蒙哥马利 / 塞巴斯蒂安·斯坦 / 托比·海明威 / 塞尔吉奥·托拉多 / 马克·马戈利斯 / 蒂娜·斯隆 / 亚伯拉罕·阿罗诺夫斯基 / 夏洛特·阿罗诺夫斯基 / 玛西娅·让·库尔茨 / 肖恩·奥哈根 / 克里斯托弗·加廷 / 黛博拉·奥夫纳 / 斯坦利·B·赫尔曼 / 库尔特·弗勒曼 / 帕特里克·赫辛格 / 莎拉·海伊	剧情 / 惊悚	美国	英语 	108
寄生虫	2019	8.7	1103840	奉俊昊	奉俊昊 / 韩进元	宋康昊 / 李善均 / 曹如晶 / 崔宇植 / 朴素丹 / 李_垠 / 张慧珍 / 郑知晓 / 朴明勋 / 朴叙俊 / 朴根禄 / 郑贤俊 / 朴孝新 / 安德烈亚斯·弗龙克	剧情 / 喜剧	韩国	韩语 	132
无敌破坏王	2012	8.7	429804	瑞奇·摩尔	菲尔·约翰斯顿 / 珍妮弗·李 / 瑞奇·摩尔 / 吉姆·里尔顿 / 约翰·C·赖利 / 山姆·J·莱文 / 贾里德·斯特恩	约翰·C·赖利 / 萨拉·西尔弗曼 / 杰克·麦克布瑞尔 / 简·林奇 / 艾伦·图代克 / 敏迪·卡灵 / 乔·洛·特鲁格里奥 / 艾德·奥尼尔 / 丹尼斯·海斯伯特 / 伊迪·麦克勒格 / 雷蒙德·S·佩尔西 / 杰斯·哈梅尔 / 瑞秋·哈里斯 / 斯盖拉·阿斯丁 / 亚当·卡罗拉 / 霍拉提奥·桑斯 / 莫里斯·拉马奇 / 斯戴芬妮·斯考特 / 约翰·迪·马吉欧 / 瑞奇·摩尔 / 凯蒂·洛斯 / 贾米·埃曼 / 乔西·特立尼达 / 辛贝·沃克 / 塔克·吉莫尔 / 布兰登·斯考特 / 蒂姆·梅尔滕斯 / 凯文·迪特斯 / 杰洛·里佛斯 / 马丁·贾维斯 / 布莱恩·克辛格 / 罗杰·克莱格·史密斯 / 菲尔·约翰斯顿 / 鲁本·兰登 / 凯尔·赫伯特 / 洁米·斯贝勒·罗伯茨 / 尼克·格里姆肖	喜剧 / 动画 / 奇幻 / 冒险	美国	英语	101
你看起来好像很好吃	2010	8.9	274397	藤森雅也	村上修 / 神野博明 / 宫西达也	山口胜平 / 爱河里花子 / 加藤清史郎 / 原田知世 / 川岛得爱 / 折笠富美子 / 桐本拓哉 / 别所哲也 / 矢田稔 / 川村万梨阿 / 高乃丽 / 小室正幸 / 江川央生 / 志村知幸 / 胜沼纪义 / 井田国男 / 宫西达也 / 宫西美奈子	剧情 / 动画 / 儿童	日本	日语	90
冰川时代	2002	8.6	507275	卡洛斯·沙尔丹哈 / 克里斯·韦奇	迈克尔·伯格  / 迈克尔·J·威尔森 / 彼得·阿克曼	雷·罗马诺 / 约翰·雷吉扎莫 / 丹尼斯·利瑞 / 杰克·布莱克	喜剧 / 动画 / 冒险	美国	英语 	81
小偷家族	2018	8.7	670284	是枝裕和	是枝裕和	中川雅也 / 安藤樱 / 松冈茉优 / 城桧吏 / 佐佐木美结 / 树木希林 / 绪形直人 / 池松壮亮 / 森口瑶子 / 山田裕贵 / 片山萌美 / 柄本明 / 高良健吾 / 池胁千鹤 / 足立智充	剧情 / 家庭 / 犯罪	日本	日语	117
哈利·波特与火焰杯	2005	8.6	449226	迈克·内威尔	史蒂夫·克洛夫斯 / J·K·罗琳	丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 迈克尔·刚本 / 玛吉·史密斯 / 汤姆·费尔顿 / 蒂莫西·斯波 / 罗伯特·帕丁森 / 梁佩诗 / 大卫·田纳特 / 马克·威廉姆斯 / 埃里克·赛克斯 / 詹姆斯·菲尔浦斯 / 奥利弗·费尔普斯 / 邦妮·怀特 / 克蕾曼丝·波西 / 加里·奥德曼 / 杰夫·劳勒 / 詹森·艾萨克 / 斯坦尼斯拉夫·雅涅夫斯基 / 罗伯特·哈迪 / 阿什莉·阿尔图斯 / 亚历克斯·帕尔墨 / 罗格·洛伊德-派克 / 希拉·艾伦 / Su Elliot / 大卫·斯特恩 / 玛格里·梅森 / 马修·刘易斯 / 罗彼·考特拉尼 / 威廉姆·麦灵 / 大卫·布拉德利 / 戴文·穆雷 / 艾芙珊·阿扎德 / 沃维克·戴维斯 / 弗朗西斯·德·拉·图瓦 / 谢发丽·裘德胡里 / 安吉拉珂·曼蒂 / 艾伦·瑞克曼 / 普里德拉格·比耶拉克 / Tolga Safer / 布莱丹·格里森 / 阿尔弗雷德·伊诺奇 / 路易·多伊尔 / 杰米·威莱特 / 乔什·赫德曼 / 夏洛特·斯凯奇 / 米兰达·理查森 / 罗伯特·威尔福特 / Tiana Benjamin / 亨利·劳埃德-休斯 / 贾维斯·考科尔 / 强尼·格林伍德 / 菲尔·塞尔维 / 史蒂夫·麦基 / Jason Buckle / Steve Claydon / 雪莉·亨德森 / 拉尔夫·费因斯 / 阿德里安·罗林斯 / 杰拉丁·萨莫维尔 / 拉斯科·阿特金斯 / Jack Bagley / 葛蕾·贝拉玛西娜 / Paul Davies / Barry Dowden / Natalie Hallam	悬疑 / 奇幻 / 冒险	英国	英语 	157
绿里奇迹	1999	8.9	241673	弗兰克·德拉邦特	弗兰克·德拉邦特 / 斯蒂芬·金	汤姆·汉克斯 / 大卫·摩斯 / 迈克·克拉克·邓肯 / 邦尼·亨特 / 詹姆斯·克伦威尔 / 迈克尔·杰特 / 格雷厄姆·格林 / 道格·休切逊 / 山姆·洛克威尔 / 巴里·佩珀 / 杰弗里·德曼 / 派翠西娅·克拉克森 / 哈利·戴恩·斯坦通 / 戴布思·格里尔 / 伊芙·布伦特	剧情 / 悬疑 / 犯罪 / 奇幻	美国	英语 	189
雨人	1988	8.7	336484	巴瑞·莱文森	罗纳德·巴斯 / 巴里·莫罗	达斯汀·霍夫曼 / 汤姆·克鲁斯 / 瓦莱丽亚·戈利诺 / 邦尼·亨特	剧情	美国	英语 	133
爱在午夜降临前	2013	8.8	281595	理查德·林克莱特	理查德·林克莱特 / 朱莉·德尔佩 / 伊桑·霍克 / 金·克里桑	伊桑·霍克 / 朱莉·德尔佩 / 肖姆斯·戴维-菲茨帕特里克 / 詹妮弗·普里尔 / 夏洛特·普里尔 / Xenia Kalogeropoulou / 沃尔特·拉萨利 / 亚里安妮·拉贝德 / 雅尼斯·帕帕多普洛斯 / 阿赛娜·拉海尔·灿加里 / 帕诺斯·科罗尼斯 / Yota Argyropoulou / 约翰·斯洛斯	剧情 / 爱情	美国	英语 	109
恋恋笔记本	2004	8.5	532649	尼克·卡萨维蒂	扬·萨尔迪 / 杰里米·莱文 / 尼古拉斯·斯帕克斯	瑞恩·高斯林 / 瑞秋·麦克亚当斯 / 吉娜·罗兰兹 / 詹姆斯·加纳 / 斯塔尔勒塔·杜波利斯 / 凯文·康诺利 / 希瑟·沃奎斯特 / 杰弗里·奈特 / 琼·艾伦 / 詹姆斯·麦斯登	剧情 / 爱情	美国	英语	123
疯狂的石头	2006	8.5	651363	宁浩	张承 / 宁浩 / 岳小军	郭涛 / 刘桦 / 连晋 / 黄渤 / 徐峥 / 优_ / 罗兰  / 王迅	喜剧 / 犯罪	中国	汉语普通话 	106
九品芝麻官	1994	8.6	484158	王晶	王晶	周星驰 / 吴孟达 / 张敏 / 徐锦江 / 钟丽缇 / 蔡少芬 / 吴启华 / 邹兆龙 / 梁荣忠 / 黄一飞 / 苑琼丹 / 刘洵 / 黄一山	剧情 / 喜剧 / 古装	中国	粤语	108
恐怖游轮	2009	8.5	642739	克里斯托弗·史密斯	克里斯托弗·史密斯	梅利莎·乔治 / 利亚姆·海姆斯沃斯 / 迈克尔·多曼 / 瑞秋·卡帕尼 / 艾玛·朗 / 亨利·尼克松 / 约书亚·麦基弗	剧情 / 悬疑 / 惊悚	英国	英语	99
